,liste_preference
568,[5117 1129  225 ... 6274  273 1048]
569,[4536 8211 2686 ... 6823 3393 7804]
570,[2644 2189   26 ... 9593 2893 6862]
571,[3177 7352 9627 ... 5588 2296  408]
572,[6280  950 2826 ... 3024 5800 7530]
573,[1698 1080 9719 ... 2792 3857 6245]
574,[5418 1320 3162 ... 3698 9715 6848]
575,[ 552 1131 6151 ... 4063 7067 1129]
576,[7432  899 5865 ... 9000 8796 1663]
577,[2215 9792 6705 ... 1111 5519 2924]
578,[4416 8632 8671 ...  253  225 2423]
579,[4236 5908 3363 ... 8366 4475 4663]
580,[ 575 5307 6311 ... 9465 3123 7054]
581,[4356   98 6910 ... 8072 1332 2332]
582,[7210  154 1334 ... 9652   14 8491]
583,[4235 3310 8615 ...  645 1418 8316]
584,[5582 9061 4278 ... 1947 9193 6810]
585,[3569 3367 4365 ... 5351 7031 2840]
586,[3947  875 8180 ... 5569  770  848]
587,[5473 3007 1535 ...  432 8464 9916]
588,[8553 4572 3950 ... 8714 1844 5002]
589,[9035 3303 1967 ... 3258 8372 3622]
590,[7511 8021 7781 ...  133 6283 7166]
591,[1503 8864 8549 ... 6546 8677 1755]
592,[3659 7440 8146 ... 4312 7716 8942]
593,[3465 6758 3704 ... 5747 8969 7289]
594,[9101 2275 5518 ... 9402 6209 3425]
595,[5256 7037 8705 ... 9494 5394 5444]
596,[2479 3680 8834 ... 6016 4726  744]
597,[7982  316 2502 ... 5073 5418 6263]
598,[7213 4264 3974 ... 1454 3709 1268]
599,[5184 2411 4561 ... 8027 3773 4899]
600,[4165 1265 7252 ... 3221 1535 3091]
601,[9000 5426 8333 ... 8445 1557 1827]
602,[6256 9173 7697 ... 3340 8540 4986]
603,[3364 4819 9115 ... 7452 7547 4356]
604,[3455 5608 2395 ... 7603  496 6876]
605,[1630  880 4609 ...  265 9359 6897]
606,[7608 6868 1375 ... 5774 5536 1783]
607,[6880 5739 6370 ... 2007 2886  470]
608,[7941   85 6481 ... 3368 6255 8613]
609,[5467 1405 9631 ... 4446 5199 1633]
610,[4072 3041  259 ... 7117 5149 4667]
611,[1951 8686 8231 ... 6273 6557 4889]
612,[3441 7631 6675 ... 3007 7670 6311]
613,[6800 7914 2984 ... 6432 7858 1275]
614,[7045  783 3925 ... 4967 1398 7676]
615,[7022 8784 4544 ... 8064 6660 8567]
616,[4503  650 3739 ... 5058 7381 3027]
617,[6925 4967 8280 ... 7475 9549 6302]
618,[5498 4784 8748 ... 2662 2517 9934]
619,[6059 9503 5775 ... 1688 2701 8048]
620,[5037 7872 9481 ...  740 6600 5938]
621,[1732 9538 7772 ... 8555  449 4431]
622,[7147 2584 4399 ... 3108 3596 2894]
623,[7063 2023 8254 ... 9360 1428 6715]
624,[8326 4800  402 ... 2823 1041 5195]
625,[5353 1671 1881 ... 4460 8703 2874]
626,[8019 3789 5016 ... 5317 5709  338]
627,[4378 9676 6076 ... 1364  617 8390]
628,[7922 6423 5346 ... 9465  890 5217]
629,[5111 7058 8391 ... 6932 8933 5228]
630,[8516 9085 9115 ... 3024 1232 8611]
631,[7551 5451 3484 ... 6655 2673 7871]
632,[4388   26 9163 ... 5433 1750 2887]
633,[9436  727  209 ... 8236 2142 9278]
634,[1307  141 9811 ... 4122 7066 1486]
635,[5170   15 9997 ... 6365 7756 9971]
636,[8166 8878 2995 ... 3596 3391 9961]
637,[6973 5072 8255 ...  971 6290 4549]
638,[6511 1907  227 ... 4000 4249 6778]
639,[2798 4958 5265 ... 2374 3105 9447]
640,[3938 2018 6336 ... 6654 3725 4726]
641,[4951 4769 8779 ... 9300 1673 3853]
642,[4301  958 5797 ... 2598 2125 5169]
643,[3284 9390 2955 ... 4197 5762 8921]
644,[1469 7593 8049 ... 7174 5958 9271]
645,[4578 2659 2990 ... 3412 2706  965]
646,[8775 5125 8220 ... 6459 6456 1164]
647,[6691 1450 1590 ... 7708 4000 8174]
648,[7893 1511 5996 ... 2376  787 6515]
649,[6078 9876 5343 ...  789  891 3005]
650,[3410  545 5539 ... 5354 6935 3663]
651,[3617 3994 2724 ... 6398 9574 7233]
652,[ 570 7197 7650 ... 3407 9943 4886]
653,[2457  479 9630 ... 8621 1791 4243]
654,[1580 1040 2194 ... 1269  259  390]
655,[9239 5687 7203 ... 7521 5772 7975]
656,[7100  747  390 ... 8350 6493  835]
657,[9132 1256 4725 ...  126 6404 2390]
658,[2860 6169 6788 ...  579 9703 4043]
659,[2369 8765 2408 ... 2239  563 2536]
660,[1233  450 6059 ... 9899 4397 9502]
661,[4931  444 8084 ... 4631 6197 7472]
662,[4856 8778 9955 ... 9593  378 3884]
663,[9890 1712 7351 ... 5223 6237 8800]
664,[2963 1340  820 ... 4618 5286 5861]
665,[9971 6500 2767 ...  355 5779 4204]
666,[2583 3774 9850 ... 3254 2759 5603]
667,[2403 8970 5870 ... 4177 8756 4853]
668,[4362 7801 3188 ... 4816 6131 1413]
669,[7418 1618 2146 ... 1250 3755 5380]
670,[7864 3022 7157 ...    1  605  743]
671,[4723  496 5691 ... 6735 7241 4364]
672,[3195 5143 1597 ... 9885 1122 1547]
673,[2663 9526 1814 ... 7792 1787 2310]
674,[8946 2744 1789 ... 1429 1187 3504]
675,[9325 9614 2319 ... 6211 3505 2622]
676,[7448 5670 1308 ... 4392 6700 3413]
677,[9558 7355 1244 ... 5231 1571 5515]
678,[4370 3237 1639 ... 7520 5734 7465]
679,[3154 1701 4028 ... 3587 9296 8581]
680,[6732 7196 2813 ... 5218 6602 5173]
681,[3086 4021 7788 ... 4175 1218 6057]
682,[9412 1732 6187 ... 6103 1213 3178]
683,[  83 9251 6821 ... 5657 5837 8825]
684,[6012 1347 8587 ... 1622 6864 1131]
685,[4084 5352 5745 ... 9624 2908 4538]
686,[6096 9698 5991 ... 2480  945  178]
687,[4637 3333 1629 ... 1477 2604  524]
688,[7210 1947 7105 ... 8439 4875 4925]
689,[6130 8835 1983 ... 1471 5774 7698]
690,[8080 1158 1599 ...  847 4911 9530]
691,[3190 9841 5525 ... 5084 6163 1526]
692,[5043 2149  658 ... 3552 9514 3015]
693,[4293 2319 5425 ...   46 2392 9407]
694,[1783 9472 6949 ... 1498 8547 4567]
695,[5049 9738  713 ... 3396  818 3536]
696,[9590 4134 6758 ... 7944  912 8121]
697,[6117 1199 2732 ... 1226  988 9420]
698,[5636 1839 6924 ... 7555 6560  793]
699,[5321  384 7919 ...  401 5689 5205]
700,[5824  128  197 ... 2491  876 4383]
701,[1766 3445 8554 ... 7488 2407 5530]
702,[ 701 1989 8836 ... 7405 3342 9003]
703,[5915 6522 1865 ... 1288 5499 1831]
704,[5344  932  460 ... 1130  826 3534]
705,[ 441 3323 5847 ... 8549 8605 5234]
706,[9151  903 1097 ... 3678 4956 8690]
707,[9075 2943  193 ... 6025 7189 7469]
708,[3393 6768  165 ... 8315 2445  305]
709,[ 205  913 4050 ...  514 8235 5306]
710,[3955 1345 9661 ... 4946 1706 6824]
711,[2879  710  712 ... 5900 9706 6446]
712,[4364 4242  111 ... 4035 2036 9377]
713,[6571 3317 8680 ... 3011 3910  910]
714,[5575  488 8611 ... 2616 9852  638]
715,[2635 6700 1209 ... 4205 4742 4146]
716,[ 971 5753 9426 ... 6575 9952 2758]
717,[ 557 5180 1361 ... 6229 9305 9326]
718,[3765 9534 6316 ... 6805  192 1941]
719,[7249 3650 6384 ... 7229 5848 1735]
720,[2876 6700 2564 ... 1660 9183 4209]
721,[6218 5920 8260 ... 3308 5877 3318]
722,[4470 6294 9959 ... 3430  525 7165]
723,[7601 7832 7365 ... 6038 2241 9552]
724,[3862 8225 6312 ... 8728 4399 9886]
725,[2238 1871 3945 ... 6092 8250 4398]
726,[4714 3070 4357 ...  907 2140 5361]
727,[3938 4534 8671 ... 1624 8821 7989]
728,[ 665 7893 9367 ... 5462 7299 6681]
729,[7546  475 9206 ... 8041 8299 2548]
730,[7272 1097  194 ... 9089 5538 9852]
731,[3620 7349 7330 ... 8068 9636 8160]
732,[8253   84 5854 ... 1341 3367 3221]
733,[2640 8909 4714 ... 2498 4397  443]
734,[ 674 2087 5523 ... 1420 4175 1259]
735,[2159 2386 7135 ... 7144 1260 6252]
736,[2598  165  622 ... 8206 5093 1086]
737,[7836 9881 5294 ... 4596 6713 1612]
738,[9324 5381 8877 ... 5748 5207 4490]
739,[2762 7559 4185 ... 8889 7248  392]
740,[7547 9679 3463 ... 2301 8179 4302]
741,[7366 5317 3832 ... 9741 9916 3907]
742,[3456 6528 9031 ... 1521 6200 6475]
743,[8683 2528 5864 ... 4642 3822 7942]
744,[9536 4700 3329 ... 5498 2199  968]
745,[2582 4611 4273 ... 8268 2734 9035]
746,[3221 6813 2406 ... 2405 7703 8067]
747,[4613 4923 4971 ... 2867 8448 7054]
748,[6126 6668 6554 ... 8191 7046 9679]
749,[8001 4071 8795 ... 4499 2726 9647]
750,[1213 1244 5655 ... 5466 6508 3456]
751,[1235 4780 3342 ... 1296 7144 8059]
752,[3693 4639 4696 ... 6846 6964 2574]
753,[7353  837 1216 ... 1518 7811 7094]
754,[4723 6135 9499 ...  758  600 1117]
755,[5124 7976 4477 ... 1574 3330 6341]
756,[6612 1361 9621 ... 5832 4241 9296]
757,[1156 1248 6379 ... 6069  881 4122]
758,[9602 1068 9183 ... 2817 6997 9308]
759,[1415 2576 5088 ... 9903 5393 6514]
760,[6156 5497 6794 ... 9080 7333 2206]
761,[8163 6913 3994 ... 9662 3324 8991]
762,[ 302 3356 4502 ... 1477 7122 2221]
763,[7153 2608 1213 ...  490 9817 5364]
764,[3271 1275 5519 ... 4293 2367 9822]
765,[8779 2174 5467 ... 1300 5205 8966]
766,[5190 2972 2943 ... 5349 8195 9704]
767,[ 315 4761  293 ... 3200 8940 8734]
768,[6623 9972 3534 ... 2203 3914 4736]
769,[9074 2416 5598 ... 8617 4786 1678]
770,[3521  522 8966 ... 9502 6169 6051]
771,[5142 3176 8075 ... 2422 8969 6620]
772,[7653 1764 1166 ... 7546 5688 5991]
773,[4775  363 3246 ... 1689  335 9926]
774,[2187 8512 8228 ... 4763 1493 8112]
775,[1581 1666  396 ... 8536 7150 2329]
776,[ 459 5563   45 ... 8810 3892 8050]
777,[4430 9372 5367 ... 5718 8747 1689]
778,[3408 5581  877 ... 3961 7118 1803]
779,[4016  182 7869 ... 1401  185 8488]
780,[4465 5717 5472 ... 2865 9589 1086]
781,[8227 8051 1274 ... 8763 8920 6406]
782,[9006  577 7439 ...  814 5609 2404]
783,[6857 5798 9568 ... 2882 8427 6526]
784,[5382   54 6351 ... 7203 8447 5672]
785,[ 816 3322 4085 ... 2321 4935 9302]
786,[2704 8518 4325 ... 7914 6575 6187]
787,[7648 8902  910 ...  139 3328 3391]
788,[2877 7269 4590 ... 8356 3364 8735]
789,[6875  761 1710 ... 9944 8070 7681]
790,[8627 3783 8196 ...  731  827 9993]
791,[3715 3658 9349 ... 6605 2169 4406]
792,[3584 2893  847 ... 3874 2184 5525]
793,[1071 6470 6982 ... 5766 7244 6639]
794,[7026  834 4651 ... 9072 2379 1770]
795,[9192 6043 6336 ...   77 5724 8154]
796,[7060  808 6203 ... 1941 8735  404]
797,[ 292 6973 5328 ...  864 3346 7993]
798,[3909 5835 1937 ... 5903 1117 5019]
799,[4087 8809 6881 ... 4685 6808 3938]
800,[3556 8122 8263 ...  442 9622 6841]
801,[6599 7704 7810 ... 7676  430 3579]
802,[5457 4656 6821 ... 9556 1152 3506]
803,[4399  355 6344 ... 6007 5089 5930]
804,[8282 8203   16 ... 4547 4657 5171]
805,[4869 1990 8663 ... 1406  377 7163]
806,[  12 1707 6999 ... 6342 9098 9748]
807,[ 261 8964 9321 ...  597 5263 7853]
808,[6644 1597 9417 ... 3844 7967  126]
809,[7858 8987  859 ... 4081 5107   47]
810,[7189 2620 9790 ... 9210 5977 6736]
811,[6781  271 7771 ... 7360 7161  529]
812,[2979 8361 8926 ...  273 8582 1647]
813,[3170 9281 9707 ... 9472 4383 4542]
814,[1359  773 1895 ... 3781 7287 7423]
815,[7129 1715 4778 ... 9912  574 2951]
816,[8599 1294 2864 ... 3664 1135 7306]
817,[9098 1582 2551 ... 2607  819  903]
818,[3047 1395 1851 ... 1003 3604 2587]
819,[8084  652 7517 ... 7449 5936 7223]
820,[6232 2829 4394 ...  594 9888 2886]
821,[1390 2081 3242 ...  936 2861 7640]
822,[2607 8315 5052 ... 6133 6217 4394]
823,[2119 6814 6914 ... 4605 9559 8021]
824,[8241 3700 3131 ... 7722 6730 1405]
825,[3372 8010 7442 ... 7110 7884 4419]
826,[ 966 7208   12 ... 2624 6880 1027]
827,[ 269 2791 4427 ...  413 2062 3722]
828,[8302 6569 1818 ... 1275 2990 3081]
829,[6194 1556 3082 ... 1320 3491 3158]
830,[8082 2020 3575 ...  536 7203 7046]
831,[7062 6485 7135 ... 3472 9137 4568]
832,[2341 7900 8947 ... 9104 9380 7697]
833,[6700 2604 2286 ... 7777  460 3853]
834,[ 788 4332 3973 ... 8650 6176 6838]
835,[9922 4610 1879 ... 5975 1937 2514]
836,[9267 6709 2769 ... 6173 3744 8534]
837,[5609 9283 6426 ... 4622 1094  854]
838,[8140 5186  214 ...  586 4723 4274]
839,[2465  757 1986 ... 8022 5707 5452]
840,[2976 4340 3863 ... 6295 5131 7204]
841,[6254 5229  986 ...  293 9820 3020]
842,[9516 4000 6148 ... 6481  859 6521]
843,[5608 3226 3464 ... 3874 1179  673]
844,[5328 7785  567 ... 5474 3078 6589]
845,[1793 6408 5822 ... 9909 9268 1392]
846,[5864 9433 2758 ... 7789 3232 6317]
847,[3070  908 6662 ... 2956  966 2115]
848,[8075 4086 3812 ... 3785 8601 5149]
849,[3114 3363 3219 ... 3819 2060 9454]
850,[1985 1373 1298 ... 9721 3931 4801]
851,[8913 5228 8752 ...  420 5239 2730]
852,[6024   10 3512 ...  876 3387 5052]
853,[4181 7599 5719 ... 5249 7630 5311]
854,[5392 8829 4766 ... 5437 9782 7168]
855,[2201 5127 4573 ... 5698 6406 7708]
856,[7905 1315 6112 ... 2823 9946 4137]
857,[5178 1160 2604 ... 3670 8242 9984]
858,[1633 5861 9745 ... 3243   68  198]
859,[ 675 5801 6421 ... 4368 5080 1115]
860,[7650 7870 8568 ... 2842 7200 6257]
861,[8111 8840 6784 ...  376 3901 1913]
862,[2703 9472 1284 ... 7438 9080 7491]
863,[3051 5884 7043 ... 8284 9360 7451]
864,[7741 9433 7954 ... 9021 8755 1585]
865,[7838 9805 8059 ... 1652 8245 9621]
866,[7343 5441 2989 ... 5280 8171 7768]
867,[4715 7847 5505 ...  196 3615 3034]
868,[5649 1426 1589 ... 1993 5801 4902]
869,[1775 2965 8267 ... 2656 3517 8543]
870,[2232 5222 7262 ...  553 5924 6367]
871,[1715 9786  354 ... 5176 5838 3222]
872,[5216  444 4636 ... 8081 1725 2422]
873,[5516 5571  425 ... 7953 2684 5840]
874,[3088 9845 9389 ...  197 7047 6256]
875,[ 123 7561  316 ... 4934 8128 5625]
876,[3103 4404 7865 ... 2299 3071 7655]
877,[8396 9592 1675 ... 9022 7719 3894]
878,[1824  391 8856 ... 9557 8071 8712]
879,[7004 3894 4607 ... 7642 2308 6705]
880,[8911 3614 7522 ... 6444 9729 9441]
881,[  28 7893 4678 ... 2392  433 2807]
882,[5631 7733 2040 ... 6974 6071 4425]
883,[5031 9343 3353 ... 7866 7077 2371]
884,[ 704  541 5763 ... 6417 1961 2522]
885,[ 432 9395 7811 ... 6675 2580 8711]
886,[7818  921 5820 ... 4892 2309 8126]
887,[1096 8837   52 ... 2240 9841 5207]
888,[8665 3095 7855 ... 3721 8047 3298]
889,[6479   34 6184 ... 2897 1262 8755]
890,[7689 3305 1668 ...  918 5686 4111]
891,[1317 8419 2537 ... 6792 1975 8895]
892,[4755 8321 2040 ... 2474 8645 6220]
893,[4006 6394 9838 ... 8524 3310 8995]
894,[ 288 6150 9348 ... 4509 6789 6212]
895,[3915 2443 2922 ... 3350 3004 8607]
896,[4871 7107 5509 ... 9490 7522 5170]
897,[5731  267 5167 ... 3459 3208 5320]
898,[7050 6211 7451 ... 6126 8272  753]
899,[6715 4630 7777 ... 8278 8172 8783]
900,[4286 6839  776 ... 2375 6617 2321]
901,[ 511 5485 5829 ... 1482 3590 3367]
902,[8712 8207 6648 ...  218 2348 8470]
903,[6752 8918 5853 ... 7025 5295 3451]
904,[2591 1773 7544 ... 6651  870 9827]
905,[5118 9765 5270 ... 7963 7384 8005]
906,[3253 2478 5609 ... 8168 4672 8721]
907,[ 181 6213 5805 ... 1241 8681 4413]
908,[6394 1407 3710 ... 1508  290 4994]
909,[ 502 4715 2003 ... 4190 7294 5961]
910,[7937  971 1197 ... 5520 1753 3133]
911,[9041 6056 3419 ... 8878 3163 5176]
912,[2666 9947 6632 ... 1035 6298 3947]
913,[7363 8819  318 ... 6695 5010 1907]
914,[7155 7559  872 ... 4438 4113 5613]
915,[7210 4597  375 ... 1336 7137 9402]
916,[4808 9706 4516 ...  407 2624 7235]
917,[5956 4260 8790 ... 5525 5422 7720]
918,[3265 2839 9196 ... 8834 6123 2907]
919,[ 142 4887 8666 ...  322  270 4761]
920,[ 858 6903 5134 ... 8551 1658  423]
921,[6608 1100 7049 ... 1566 8276 3695]
922,[4237 4798 9198 ... 9102 3586  655]
923,[ 872 4414 6142 ... 7275 6066 6934]
924,[9701 7360 3002 ... 3573 7066 4625]
925,[1274 7438 7657 ... 4488 5736 2504]
926,[7902 5990 8858 ... 4037 3463 4286]
927,[3179 6177 4894 ... 1608 6777 7682]
928,[4158 8037 8045 ...  696 3449 6323]
929,[5146 2620 9659 ... 2686 3979 8215]
930,[5483  501  987 ... 3166 5740 7454]
931,[4965 1295 9233 ... 6200 7694 8663]
932,[6255 7062 8444 ... 9177 8222 7472]
933,[3411 4565 4934 ... 1545 2611 2630]
934,[6421 8200  486 ...  454  288  450]
935,[6659 3728 6197 ... 6141 1543  604]
936,[1449 3913 4819 ... 1843 4324 2021]
937,[5707 8910 5588 ... 1470 5132 8453]
938,[4159 5594 4744 ... 8744 7596 7154]
939,[8059 1944 4798 ... 7910 3779 3128]
940,[9052 6223 5432 ... 8887 5871 7327]
941,[6929 7153 7567 ... 8017 4089  477]
942,[1467 3883 5567 ...  623 9541 7285]
943,[8305 6329 1978 ... 9607 5317 5412]
944,[5153 1345 9902 ... 2832 9020 4683]
945,[3021 3012 4434 ... 6972  898 6738]
946,[7438  328 4122 ... 3503 7356 4874]
947,[2520 7805 2186 ...  617 3941 4192]
948,[9916 4838 7951 ... 8238 7604 8957]
949,[7074 6934 9583 ... 6059  541 5322]
950,[4764 4384 7148 ...  927 1904 6099]
951,[7159 3076 3270 ... 7791 7436 6728]
952,[9162 1205 8622 ... 3905 2668 6096]
953,[ 524 9921 2459 ... 8173  764 8822]
954,[2792 5877 8422 ... 1018  892 6563]
955,[9466 4029 8318 ... 6405 5597 6815]
956,[8500 9726 9872 ...  839 5437 7108]
957,[4065 9958 8552 ... 5835 6134 6745]
958,[4520  532 9441 ... 2460 8512 9908]
959,[7652   17 5772 ... 2501  438 9681]
960,[8312 5106 6162 ... 4673 1490 2135]
961,[2682 3981 5330 ... 8242 7910 3599]
962,[3716 1758 1753 ... 1465 5483 7893]
963,[5005  717 6061 ... 2945 7616 1340]
964,[5748 1059 2732 ... 3627 7775 8721]
965,[6117 2655 8472 ... 6966 2259 9967]
966,[8815 2465 9239 ... 8845 9308 5816]
967,[5060 1370 6920 ... 6524 4751 4713]
968,[4776 8135 3708 ... 3385   60 4949]
969,[1727 8442 7544 ... 1811 8741 5909]
970,[2872 7875 1544 ... 4519 2889 4339]
971,[6461 5055 5878 ... 8276 1175 7505]
972,[7341 5327 8452 ... 5754 5840 7921]
973,[7503  176 9000 ... 8488 8208 6526]
974,[8230 9676  417 ... 3719 6163 2067]
975,[4321 8629 5055 ... 8138 3059 5300]
976,[ 920 1957 3638 ... 8347 5611 2175]
977,[ 567 7817 5944 ... 3356 6141 1956]
978,[1917  590 4062 ... 9670 8231 2983]
979,[3693 1937 3059 ... 4340  132 5397]
980,[2265 1994 9661 ... 9762 5025 4526]
981,[5586 3612  224 ... 8457 4821 2887]
982,[5540 6513 1204 ... 2710 3483 2694]
983,[2302 5647 2255 ...  537 7266 2681]
984,[6345 8460 9888 ...  891 8013 9381]
985,[9594 1226  293 ... 8925 5527 5899]
986,[7419 1086 2979 ... 6764 1856 2242]
987,[3367 6059 3659 ... 7618 5679  474]
988,[ 620 9735 7239 ... 4068 4622 4195]
989,[1946 2764 4919 ... 7916  405 9526]
990,[9512 4215 6616 ... 6236 3397  467]
991,[7191 1618 8344 ... 8073 8934 8401]
992,[4259 7783  162 ... 1572  244  554]
993,[9391 8207  969 ... 1546 3585 7865]
994,[6694 7902 3077 ... 4091 7380 2278]
995,[ 695 5752 3534 ... 9412 6162 6926]
996,[8784 9626 5341 ... 6992 3540 1404]
997,[3645 6210 4454 ... 5101 2371 5572]
998,[1746 3700 9848 ...  897 7118 9459]
999,[4085 8976 9050 ... 4893 1200 6626]
1000,[8202 6654 5656 ... 6072 8728 6365]
1001,[6864 6472 7891 ... 9106 8662  166]
1002,[3022 6271 8528 ... 4122 8034 7210]
1003,[9914 4881 5098 ... 3744  210 9219]
1004,[3460 8885 3368 ... 9517 9011 3536]
1005,[7637  365  691 ... 3482 1993 4957]
1006,[8725 7876 3788 ... 4071 1700 7038]
1007,[2942 9921 1271 ... 8977 1847 4643]
1008,[ 269 4194 3135 ... 2466 1123 7623]
1009,[4941 9854 2297 ...  351 2719  318]
1010,[  23 2441 6607 ... 7761 8715 3690]
1011,[3561 3007 8612 ... 7594 2949 9678]
1012,[1360 3334 1800 ... 2221 4082 2139]
1013,[5847 9608 4492 ... 4151 1045  731]
1014,[6433 5327 1374 ... 8460 6084 3035]
1015,[3012 8267 4188 ... 7464 1362 4267]
1016,[6395 8525 2108 ... 4983 6429 6498]
1017,[7097 8602 5436 ... 4897 5864 1928]
1018,[4185 8617 3419 ...   83 4937 3390]
1019,[9573 9883 1061 ... 8835 6851 8481]
1020,[4393 5474 1786 ... 5172 2742 2230]
1021,[8242 7547 7326 ... 9278  755 3527]
1022,[7165 8559 2215 ... 6542 3231 8392]
1023,[2748 3015 4407 ... 8132 6625 7943]
1024,[2859  274 8758 ... 6116 2388 9220]
1025,[4903 6522 2970 ... 6475 8983 2899]
1026,[3689 7272   85 ... 3103  604 4457]
1027,[5761  231 2170 ... 9209 7775 6054]
1028,[5010 8183 1199 ... 3764  666 4415]
1029,[6895 6240 4482 ... 4986 8622 1657]
1030,[6769 1891 2119 ... 2480 2354 7003]
1031,[5666 8904 5484 ...  839  345 6598]
1032,[9273 8326 8340 ... 4982  909 6794]
1033,[5614 6703 6625 ... 1715 7243 5366]
1034,[ 332 1444 2372 ... 8215 3450 8091]
1035,[1269 9099 8189 ... 2898 6852 3315]
1036,[9669 5074 3737 ... 8192  640 8303]
1037,[6323 4938 1506 ... 1905 8644 4920]
1038,[2963 9270 2278 ... 7763  413 4653]
1039,[8194 4067 6300 ... 6078 6387 8749]
1040,[1269 1328 7593 ... 7076  608 8543]
1041,[1064  547 1509 ... 3245 9363 5348]
1042,[3081 2319 6485 ... 5637 2542 5134]
1043,[3396 3756 4999 ...  877 5081 2298]
1044,[8751 7219 3833 ... 4254 7634 5333]
1045,[3393 3535 2363 ...  980 8443 3852]
1046,[5978 7805 5752 ... 9647 6872 4480]
1047,[3961 5960 3123 ... 5009 5332 8077]
1048,[ 989 8771  480 ... 6213 2620 5335]
1049,[9571  863 7313 ...  172 7294 8878]
1050,[2318 5283 1883 ... 9240 6187 1511]
1051,[ 881 6705 5363 ... 3328 4459 3706]
1052,[9754 4862 8989 ... 3768 6636 3122]
1053,[5555 4675 7477 ... 9259 6968 1171]
1054,[8358 1833 1507 ... 4639 2161 5148]
1055,[7085 7533 4762 ... 8747 7944 1416]
1056,[ 978 1654 9838 ... 4261 9388 9005]
1057,[1431 6063 1448 ... 3019 7383 8641]
1058,[7864 2794 6162 ... 8979 9325 7677]
1059,[7487 9647 5594 ... 4732 1714 4121]
1060,[7734  589 3745 ...  293 9102 5981]
1061,[ 591 3622 7377 ... 6333 5825 4726]
1062,[2108 3152 4243 ... 2769 1515  482]
1063,[4338 2606 1252 ... 6270 8975 9757]
1064,[9102 6379  908 ... 2926 2095 8606]
1065,[4624 1376 3637 ... 4964 8131 8527]
1066,[6965  814 6347 ...   16 2322 1958]
1067,[ 743  286 2111 ... 4621 4896 4961]
1068,[2815 5919 6244 ...  559 9072 7347]
1069,[1316 5823 2587 ... 6706 9309 3299]
1070,[1777 2942 3212 ... 8229 3290 3209]
1071,[2858 9729 3724 ... 6726 6231 4162]
1072,[1308 9533 5496 ... 3034 9694 6306]
1073,[1200 2836  565 ... 6552 7740 2442]
1074,[9542  147 3548 ... 1714  270 3761]
1075,[1887 3992 9416 ... 1068 3778 8753]
1076,[2264 9754 2676 ...  905 4150 3068]
1077,[2718   34 2834 ... 2909 1267 3139]
1078,[3901 1109 1136 ... 9662 1579  592]
1079,[2069 7802 7031 ... 6545 7861 2593]
1080,[8801 7174 6285 ...  166 4294 4949]
1081,[2533 8758 1959 ... 1475 7291 3225]
1082,[3109 8288 6191 ... 6329 1120 1366]
1083,[3400 7188 6392 ... 4342 7871 7443]
1084,[3618 3783  970 ... 4134 1950 5932]
1085,[3049 6556 5975 ... 8575 5156 3154]
1086,[1017 6137 5491 ...  197 3580 6588]
1087,[ 913 8553 6118 ... 7453 7435  240]
1088,[9282 2979 4661 ... 5969 7943 8468]
1089,[3074 5064 3199 ... 8593  243 4187]
1090,[9884  110 7200 ... 5650 8955  530]
1091,[3786 7094 3701 ... 4671 6945 3654]
1092,[7089    5 2000 ... 6646 3647 7017]
1093,[1874 3683  495 ... 1415 6339 6943]
1094,[7317 2249 2103 ... 5020 5485 7748]
1095,[5434 9170  184 ... 1009 5377 7939]
1096,[3632 3316 1091 ... 1980 2272 4669]
1097,[6514 8648 1701 ... 3147  891 3150]
1098,[2539 2656 3558 ...  103 2812 2643]
1099,[5772 1541 7841 ... 7092 2200 4306]
1100,[7822 7062 4082 ... 3046 3556 2796]
1101,[5274 8972 9804 ... 4238 8744 1847]
1102,[4357  700 8625 ... 8275 4213 8853]
1103,[5658 3686 8535 ... 8621 1265 6618]
1104,[5702 3736 1525 ... 4496 8427 9613]
1105,[8820 8333 3989 ... 5449 2701 5021]
1106,[ 740 7609 7279 ... 3099 3082 7646]
1107,[6679  598 8222 ... 4134 4037 6755]
1108,[1865 9806 8937 ... 7678 6306 3529]
1109,[2389 3557 7524 ... 1862 6731 5833]
1110,[1030 9661 4705 ... 2368 7223 9964]
1111,[4844 9448 8410 ... 7260 6889 4687]
1112,[9720 7213 3981 ... 1491 7581 6577]
1113,[6931 8505 5725 ... 7924 5355 7726]
1114,[5030 5004  726 ... 4540 8531 4302]
1115,[1687  716 4289 ...  347 4225  405]
1116,[5708 6923 9404 ... 9537 8231 3172]
1117,[6262 1765 2912 ... 2419 9313 5729]
1118,[6627 6361 5121 ... 5070 1792 7287]
1119,[8807 1129 9408 ... 8612 2195 3943]
1120,[6742 5497  845 ... 6719 6557 9113]
1121,[ 549 3882 6634 ... 4234 4219 9951]
1122,[5996 8078 1024 ... 9571 7900 2428]
1123,[9715 6185 1865 ... 5358 8346 5044]
1124,[3267 2345 6280 ... 3461 4956 9229]
